train_loss,train_accu,val_loss,val_acc
0.6744697099006425,0.5701150403865186,0.645900901319586,0.6061656235452335
0.6497657793153832,0.6051699000713016,0.6310117971426652,0.6274073690925706
0.6376971743619292,0.6198080177083444,0.6225251653915491,0.6406144933533336
0.6284491563642052,0.6300935434780295,0.6055306031958033,0.6579941033466093
0.6179543183950471,0.6406504411123054,0.583591550633312,0.6728909119122743
0.604905300329432,0.6554641523087893,0.5825725633704779,0.6761151054328522
0.5905830135306588,0.6690859557078549,0.5608449712603517,0.7044431800548285
0.575368515628188,0.6827077591069205,0.5454153840847143,0.7132191934343696
0.5607552163618708,0.696420019794183,0.6244510610374217,0.6619769306367351
0.5438917048955535,0.7108931859056903,0.5394260335087573,0.7193227469439127
0.5294508940839878,0.7217320974384624,0.549765901834065,0.7197537888584286
0.5169251039123899,0.7316238679536433,0.5676476127891825,0.7254952671597786
0.5035099170518715,0.7411112411804144,0.6089892732815285,0.6996844773185744
0.491351467158555,0.7501303649153426,0.6536311242827634,0.6880118622734874
0.4796991840719952,0.7572498855981356,0.5651681128642743,0.7225469404644908
0.45490835480363356,0.7737184330669278,0.5524023642748433,0.7345816307177709
0.44599439477620373,0.7795449466301999,0.5397730346278825,0.7461507957033742
0.44277156017176694,0.7826577415475645,0.5477943725318863,0.7436507525991827
0.4391379355857796,0.784445603243692,0.5665039126199966,0.73728857394093
0.43760852802296696,0.785132014430598,0.545459128926155,0.7492715391644683
0.434632979439252,0.787281705279513,0.5561273869222546,0.7437024776289246
0.43320694525018294,0.788255451381868,0.5454300348173,0.7462370040862774
0.42975853392025065,0.7907510083327125,0.5302655886975023,0.7515819238262729
0.4286126577087397,0.7896814839252078,0.5331686526050333,0.7520991741236918
0.42566209400556615,0.7928634520629583,0.551876997247429,0.7469266711495025
0.42489924251602534,0.7930709717241159,0.5485099004574666,0.7488922222796944
0.42287265778435335,0.7937786669788329,0.5486237431456729,0.7486508388075656
0.422191003600525,0.7943533368097311,0.5557957273762494,0.7445473197813754
0.4200099630554223,0.7955878127427713,0.5395066225232128,0.7511681235883377
0.41676620782406115,0.7977055774899698,0.5686615077832105,0.7408058759633787
0.41701466961755546,0.7979663073206551,0.5717332414831444,0.7421334850600873
0.41477932783668975,0.7990251896942544,0.5623055911037017,0.7453059535509232
0.41454994793181404,0.7986686815584194,0.5533345229171589,0.7497198227555647
0.4130840942050949,0.7996849957963966,0.5563404345750196,0.7472887463576958
0.4140506171794005,0.7994721551182862,0.566073609751589,0.747650821565889
0.4130517887749712,0.7994561920674279,0.5537272857425316,0.7462197624096967
0.4135473638971822,0.7998127002032628,0.5524685750363373,0.7479611717443404
0.41268730286504396,0.7990464737620654,0.550732128201757,0.7493749892239521
0.4124644131306615,0.7998446263049794,0.5667366003541692,0.7425990103277642
0.41104296184623096,0.8005470005427437,0.5674237301190185,0.7462025207331161
0.4101877134510055,0.8013983632551853,0.571009325856071,0.7422196934429903
0.41120294411939495,0.8012387327466025,0.5482216183163034,0.7513922653838859
0.41425124969216975,0.7990411527451127,0.5660463174502746,0.7470990879153089
0.41172019885058947,0.8008715825768621,0.5611792352397322,0.74685770444318
0.4112023193391279,0.8007598412208541,0.5518286626602744,0.7501853480232418
0.41067633939075826,0.8012759798652719,0.5675962792952293,0.7455818203762133
0.4104076664883838,0.8016378090180595,0.5568994841903824,0.749288780841049
0.4108795797524702,0.8012334117296498,0.5839456407675943,0.7399265504577665
0.41071166443644874,0.8015633147807208,0.5490609329526479,0.7509439817927895
0.41219892022682453,0.8002915917290112,0.5612103611091599,0.7481335885101467
0.41163409275759805,0.8007438781699958,0.5615847668585447,0.7497025810789841
0.41089851489667595,0.8010365341023976,0.5555445765663927,0.7490473973689201
0.41070612966180187,0.8016537720689177,0.5525020288124967,0.7497370644321454
0.41237195638373275,0.8007545202039014,0.571616920561159,0.7450990534319557
0.4113231919710546,0.802180552747241,0.56853996652141,0.7465128709115674
0.4103249383502116,0.8015101046111933,0.5717174710492664,0.7446507698408593
0.41137648031637414,0.801382400204327,0.5778599758678807,0.7407713926102174
0.4111939253670893,0.8004352591867357,0.5728778030842995,0.7450645700787945
0.4102842015180933,0.801781476475784,0.5403731878139773,0.7531681580716909
0.4103984080209599,0.8015952408824374,0.5671032416338336,0.7471508129450507
0.40999684251200813,0.8025157768152649,0.5525422612242304,0.7492198141347264
0.4108962551152115,0.8007225941021848,0.574112335148202,0.7424955602682805
0.409658750088992,0.8024625666457373,0.5694072493771178,0.7461507957033742
0.409987650164592,0.8020847744420914,0.5480611396402336,0.7520302074173693
0.4100721463616085,0.8011057073227835,0.552490690421083,0.7493405058707908
0.40990638626218434,0.8021113795268552,0.5719170132056028,0.7445128364282142
0.41035866410122795,0.8021433056285717,0.5657317419819106,0.7448921533129881
0.41058850474181874,0.8016537720689177,0.5732716266059734,0.7442542112795048
0.4102261727500467,0.8029254951206274,0.5881049845222317,0.7395817169261538
0.40979473236738334,0.8018453286792172,0.5903268350294149,0.736116139933447
